id,Rings
90615,9.83145813930132
90616,9.861853806759253
90617,9.967641258915059
90618,10.425048909738456
90619,7.581783632682358
90620,9.359906273295103
90621,11.237910277995875
90622,6.289198321408187
90623,7.998895173486973
90624,11.103656496566979
90625,11.716806487683519
90626,6.189543759074558
90627,10.564040182091153
90628,12.643814395630848
90629,7.424642861918079
90630,7.30097629271707
90631,12.039165241779115
90632,5.79393237670451
90633,9.650117440557134
90634,10.441559527431783
90635,6.204380903948093
90636,7.2912179384858895
90637,9.170133383739637
90638,8.76473344900432
90639,9.911368991032997
90640,10.761513609614305
90641,8.250130034359216
90642,10.183541816174687
90643,5.717406642686567
90644,10.504958983507965
90645,10.337740000908616
90646,9.156854310247633
90647,12.010104190505315
90648,13.39769926820926
90649,14.312951395048392
90650,10.06695102468842
90651,9.051055798109141
90652,8.419195600072626
90653,11.961447267173392
90654,6.239881257701206
90655,8.099389369997438
90656,10.742218049388983
90657,8.151067618251497
90658,6.963468344799196
90659,9.558349023535555
90660,7.189276327689929
90661,8.181922122441742
90662,7.317525414364043
90663,9.181653755354269
90664,7.631809053935216
90665,13.5067692866211
90666,9.06301411107197
90667,5.649058809694286
90668,9.983620550606648
90669,9.797562127771037
90670,9.315221884255909
90671,10.884438430780163
90672,8.98011551215906
90673,12.56331757116545
90674,7.534611184282639
90675,5.497519977913688
90676,11.891018487664322
90677,11.47689499152506
90678,4.6114350874121826
90679,9.327876656763069
90680,9.932779325379537
90681,9.805919034135858
90682,15.534629259011227
90683,10.468524704435504
90684,11.588462087265883
90685,11.011145620271318
90686,6.966002120702086
90687,10.447842527653021
90688,9.03865689901166
90689,10.497883113739736
90690,18.655583539295645
90691,8.149348058410295
90692,10.753076646327335
90693,12.068979239468948
90694,9.329339113447539
90695,8.968864801092032
90696,9.985775303295396
90697,7.302382072003026
90698,9.481566910226627
90699,5.145484516994128
90700,10.903729067882376
90701,10.444397276803905
90702,10.341607490605695
90703,12.934253341198728
90704,5.0209585244065185
90705,11.413110449097262
90706,12.48116405546415
90707,6.178136097990037
90708,8.41735940909596
90709,9.313259843101456
90710,9.489568936565538
90711,9.434821587078762
90712,9.023223280839794
90713,15.268603068821108
90714,7.229558249064188
90715,8.689635319597299
90716,7.138118074665421
90717,9.851397442356438
90718,4.367403815170645
90719,5.564785590845373
90720,10.912152663504708
90721,9.147083286967202
90722,9.155162938738583
90723,7.91187154374103
90724,9.592393460508823
90725,6.676199084888162
90726,7.691778472730204
90727,8.508786162253815
90728,10.30169809955895
90729,10.088056655259187
90730,10.1000422783689
90731,5.643724938160047
90732,8.089225555548941
90733,10.91511997139022
90734,9.250264338007092
90735,7.940707131266346
90736,7.514102154261759
90737,5.831277160617159
90738,7.052544391402685
90739,15.331128187228419
90740,10.150435479810454
90741,5.692696906227901
90742,9.855404122164916
90743,12.311948809796728
90744,7.1537010603377365
90745,8.292431445771621
90746,8.106352425955555
90747,4.259962649060445
90748,15.539581967766926
90749,9.828406894338407
90750,4.05210047011204
90751,7.2002018237735985
90752,8.43677489783069
90753,8.274802388791086
90754,9.542001546776405
90755,8.587520051620062
90756,8.993200208013615
